category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,expected_growth_family,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
fauna,Mudskipper,Mudskipper,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Raised eyes, pectoral support, and mud-surface posture now communicate amphibious movement.",True,Mudskipper.png,440,440,RGBA,a2e34e8a4ac5dc58d23e9af74ce0cd2643fd880a3eb5ea0407cb7c5d15056269,,PASS,Flying and climbing fish,PASS,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Paddlefish,Paddlefish,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Long paddle-shaped rostrum is clearly represented.,True,Paddlefish.png,440,440,RGBA,ec28f145ef76bee804261c6bd2a3d904b56fa417655c48fde7413d5ef739f290,,PASS,Primitive fish,PASS,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Pyrosome,Pyrosome,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Hollow colonial tube morphology is now clear.,True,Pyrosome.png,440,440,RGBA,553be7c87bcd42ecbe00ccf6e09f1c6b2a9d6674bc75ab40a87251afdbfcda73,,PASS,Gelatinous or colonial marine life,PASS,,"Broad family routing may be usable, but Pyrosome still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Salp,Salp,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Translucent barrel-chain morphology is now clear.,True,Salp.png,440,440,RGBA,eb430f89bc0262eeb54b76debce29786ac0b5be2a12b9d23d46a44b3131ae47a,,PASS,Gelatinous or colonial marine life,PASS,,"Broad family routing may be usable, but Salp still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Sea_Squirt,Sea Squirt,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Attached sac body with two siphons is now represented.,True,Sea_Squirt.png,440,440,RGBA,0d7f38bc64cc9e113731efbd710fc8278ad0c20926c9011058e6c10157a89285,,PASS,Gelatinous or colonial marine life,PASS,,"Broad family routing may be usable, but Sea Squirt still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Spoonbill,Spoonbill,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,The spoon-shaped bill is unmistakable.,True,Spoonbill.png,440,440,RGBA,f176ac5fb76d6fc41a7845fdb05f1e227c6ac646b3d31bc92a2e6716f5186704,,PASS,Herons and wetland birds,PASS,,"Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Springtail,Springtail,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Wingless compact body and springtail-like low silhouette are now present.,False,Springtail.png,440,440,RGBA,ca064fc88f9e53806fc6d90c7f53b3fe0a964b3eec6881204fe97cd7e6634a2e,,PASS,Insects,PASS,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Tripod_Fish,Tripod Fish,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Elongated support rays visibly create the tripod stance.,True,Tripod_Fish.png,440,440,RGBA,922c2c55bbd5ace7ef1a777100eb453dcd0fae92de5e09dd646f406d2f25eb5e,,PASS,Strange deep-sea fish,PASS,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Walrus,Walrus,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Low horizontal torso, front flippers, broad muzzle, and tusks are clearly readable.",True,Walrus.png,440,440,RGBA,b4771f01eccc04ccfa42597ce7bc5fb0fb316de7f37eb27643b231c74bb50834,,PASS,Marine mammals,PASS,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Wasp,Wasp,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Wings, narrow waist, and segmented insect body are now readable.",True,Wasp.png,440,440,RGBA,29c76af030ea0e72f2aff654a34061421e3facf1d451f1c604fec6d895a49808,,PASS,Insects,PASS,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
flora,Baobab,Baobab,PASS,PASS,,,,,,,,,,Massive bottle trunk and compact crown are recognizable.,False,Baobab.png,440,440,RGBA,b24bf6bb45db3381d5b21b148ebf11abf31450900b275a7a684476b8362753b5,,PASS,,PASS,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Tropical trees,,,,,,,,,,,,,,,,
flora,Cabbage,Cabbage,PASS,PASS,,,,,,,,,,Compact layered leafy head is now recognizable.,True,Cabbage.png,440,440,RGBA,451dec5103e8bddbfb38389c3a38b2336ad0483409bb1810d83e3aee851df636,,PASS,,PASS,,"Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Leaf vegetables,,,,,,,,,,,,,,,,
flora,Carrot,Carrot,PASS,PASS,,,,,,,,,,Tapered root and feathery top are now shown.,True,Carrot.png,440,440,RGBA,7741584014980677bc3249ccec22f785b058098519ed5e18f4157e686a5e7ce7,,PASS,,PASS,,"Show the source plant and the correct underground storage organ, leaf top and harvest relationship rather than an isolated generic bulb.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Root vegetables,,,,,,,,,,,,,,,,
flora,Coconut,Coconut,PASS,PASS,,,,,,,,,,Palm and coconut crown are recognizable.,False,Coconut.png,440,440,RGBA,8a6133f4682e32a1e9ec93be568e206afbc422cb87c028aad811818d306c009a,,PASS,,PASS,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Corn,Corn,PASS,PASS,,,,,,,,,,"Tall stalk, leaves, tassel, and attached ear are now visible.",True,Corn.png,440,440,RGBA,735ed4e4a83cdab55420c9e004dd2fdd4c3f28069333cf3b68258aa714687476,,PASS,,PASS,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,7. Grain and Staple Crops,,,,,,,,,,,,,,,,
flora,Hemp,Hemp,PASS,PASS,,,,,,,,,,Palmately divided leaves and upright herb structure now read correctly.,True,Hemp.png,440,440,RGBA,fbd57180e21fe465b10dc3517ebf933edd3d7b4a9a9ab504c848594cd81379e0,,PASS,,PASS,,"Hemp needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Kiwi_Fruit,Kiwi Fruit,PASS,PASS,,,,,,,,,,Vine habit and attached fuzzy fruit are now represented.,True,Kiwi_Fruit.png,440,440,RGBA,df1b5c547a96da054e902eea13d7dcedc05df013116063e36b64ebf6439a6364,,PASS,,PASS,,"Kiwi Fruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Lotus,Lotus,PASS,PASS,,,,,,,,,,Floating leaf and flower read clearly.,False,Lotus.png,440,440,RGBA,baac5b7fc010cbecd118109e380061da059fbf9e3c8529b9b218b3a7793d6a2b,,PASS,,PASS,,"Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,14. Aquatic and Wetland Plants,,,,,,,,,,,,,,,,
flora,Lotus_Root,Lotus Root,PASS,PASS,,,,,,,,,,Harvest organ is clearly separated from the source plant.,False,Lotus_Root.png,440,440,RGBA,8ccec2b414d400dbb078fea4a849fd2f45229820cbf0606ad2ca4279b74f7d23,,PASS,,PASS,,"Lotus Root needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pineapple,Pineapple,PASS,PASS,,,,,,,,,,"Central fruit, crown, and basal rosette now read clearly.",False,Pineapple.png,440,440,RGBA,9b88274f7391ea6d613c4e49bfef31084b01cc53dce20e44cc309630c79ca970,,PASS,,PASS,,"Pineapple needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Rafflesia,Rafflesia,PASS,PASS,,,,,,,,,,Ground-level giant bloom is now recognizable; optional further petal spotting/detail only.,False,Rafflesia.png,440,440,RGBA,eff3eba959e4d1dad44618933d8284d48e31adcf08bf959c0f409100c5b78981,,PASS,,PASS,,"Rafflesia needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,17. Parasitic and Unusual Plants,,,,,,,,,,,,,,,,
flora,Sea_Lettuce,Sea Lettuce,PASS,PASS,,,,,,,,,,Broad sheet-like green blade now reads as sea lettuce.,True,Sea_Lettuce.png,440,440,RGBA,3dfa47f8322b5947bc927421b7c543bfd216cdd12150fe933c637a51db6268c1,,PASS,,PASS,,"Sea Lettuce needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Tobacco,Tobacco,PASS,PASS,,,,,,,,,,Large broad leaves and flowering stem are now represented.,True,Tobacco.png,440,440,RGBA,ab9b19730cb85e5d7f5a86e4cd6a2a8a6b01858712df28f7a4d75c226adc1eff,,PASS,,PASS,,"Tobacco needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Watermelon,Watermelon,PASS,PASS,,,,,,,,,,Creeping vine and large fruit are now visible.,True,Watermelon.png,440,440,RGBA,399ed989fd3c41570cd8e9c1d5ccddcd56bc6702df0e482d340465485cc15945,,PASS,,PASS,,"Watermelon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
