category,asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
fauna,Butterflyfish,Butterflyfish,PASS,PASS,FAIL,True,Reef fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The deep reef-fish body, dorsal spines and eye-marking treatment are recognizable enough for the stylized catalog.",Butterflyfish.png,440,440,RGBA,83fadaa5c6ed5ebb21699337809c5e3a80b999d2fd419f410c9de85e6288c53c,d1b78f1b6445b05cd1c90ebf3c2c3e945d1beed1eb3686bcb3530e617a6f5f46,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cattle,Cattle,PASS,PASS,FAIL,True,Other or uncertain,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The bovine head, torso, horns and stance are coherent enough; leave alone.",Cattle.png,440,440,RGBA,28b1588955b09c45b9d41fa54a9eb83c994dceef5f73506c0a28c5fd71fa722f,5da405ab7458590f86d50a192381b2e659d5194980d0b36a5e1919914fa30ef6,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dragonfly,Dragonfly,PASS,PASS,PASS,True,Dragonflies,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The adult now has a long segmented abdomen and two wing pairs; the silhouette is sufficiently recognizable.,Dragonfly.png,440,440,RGBA,fc9a9f790489288be17577be5a137f596241e3501c28aa44ec6da17a23ff5a38,80bc0b1a3282d3f0a36d7eeadda6fb42a435a2cbb7456ea9e8e34046339723bf,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fangtooth,Fangtooth,PASS,PASS,PASS,True,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fangtooth.png,440,440,RGBA,e3d711faacaece03607162ee6fd533c11d4e23ab10d78dc8979364464302fa28,c964f51f91cd79c57b9f317bc81a75f6df173d9bd281cb7539837631d5988dce,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fiddler_Crab,Fiddler Crab,PASS,PASS,PASS,True,Ice and cave insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fiddler_Crab.png,440,440,RGBA,17fbe2e9c8954c661e32e05a6aa68f5bccd9dc5412ad480369ef9bdd2a896f23,4a712a5a9f33a32eb2e9675ac42c4d4bb342b8558a15d86e90e0fa411b04cba4,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fly_Larvae,Fly Larvae,PASS,PASS,PASS,True,Insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fly_Larvae.png,440,440,RGBA,f93b92cdd225d9aaa6e0057a8e997250708636cb7b6809555e10c502cd5cdfd2,0bff8ad7f377b08ca61e3501b969137f259111816fb380a224bf53b09c313c05,,,,,,,,,,,,,,,,,,,,,,,
fauna,Flying_Fish,Flying Fish,PASS,PASS,PASS,True,Flying and climbing fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Flying_Fish.png,440,440,RGBA,3c6d3464cd1cceaa2acc8260bfca735d4dc3b64c125ea8bf61a6ae8c710cb0fa,c38ff7e15c193f93007ff3ece64aec0016f80a863807f1e4bea8899d981a1ea7,,,,,,,,,,,,,,,,,,,,,,,
fauna,Flying_Gurnard,Flying Gurnard,PASS,PASS,PASS,True,Other or uncertain,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Flying_Gurnard.png,440,440,RGBA,273c65fe9ad70f9fdf7ef56162f8325ad4d1523388fbc67172a81a3f49983a9c,8f84d4a7619982da69ce094980bba87ca91120a89b7081dba549452849dcebff,,,,,,,,,,,,,,,,,,,,,,,
fauna,Gerenuk,Gerenuk,PASS,PASS,PASS,True,Other or uncertain,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Gerenuk.png,440,440,RGBA,8531ac24b352fa977bc5b2e8db70340f89ec25ca74400937ccc7edc89c85086d,34ac0d17e8fac29fa6b0ea2028ab11436d32000233118251b64a0195468374ae,,,,,,,,,,,,,,,,,,,,,,,
fauna,Giant_Isopod,Giant Isopod,PASS,PASS,FAIL,True,Crustaceans,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The segmented plated body, many legs and deep-sea isopod silhouette are recognizable.",Giant_Isopod.png,440,440,RGBA,d2e1c6625cbeb95b5bbcc7f115bb4a2c9a0ba8af2a4c029326382dd69308ea45,53dc8206682d715186ec2bbcbc40caec8f7be8180e92df6fae39e242c94b1ad3,,,,,,,,,,,,,,,,,,,,,,,
fauna,Giant_Water_Bug,Giant Water Bug,PASS,PASS,FAIL,True,True bugs,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The broad flattened bug body and enlarged grasping forelegs now read sufficiently well.,Giant_Water_Bug.png,440,440,RGBA,2a128d348402190dd894837fa62c86ed73e26e896e99c31225aa5e8ba1ce530c,ad792580026bb0c3186eb820c26b40e73204707993ffe0a70efd716be576829d,,,,,,,,,,,,,,,,,,,,,,,
fauna,Goat,Goat,PASS,PASS,FAIL,True,Sheep and goats,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The current caprine body, head, horns and hooves are sufficiently recognizable.",Goat.png,440,440,RGBA,485aa5e0a0551a13f492e39d4d41cb481dc0ba88b21dda2d420e6cf338e5f3c8,3d0082c0dae3a71c48c53c420561f3438cdef11c752ad2a27953169b1a0b8fb6,,,,,,,,,,,,,,,,,,,,,,,
fauna,Hammerhead_Shark,Hammerhead Shark,PASS,PASS,FAIL,True,Sharks,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The lateral hammer-shaped head, shark body and fins are readable; leave alone.",Hammerhead_Shark.png,440,440,RGBA,300c274b5a2ded9dd5df9bfaa27396d80b443123ea294a8162315237aade9c24,cc15d0f0187399afad8da4062892639dccc40b440ae36f7f9694c555f3727ea2,,,,,,,,,,,,,,,,,,,,,,,
fauna,Honeybee,Honeybee,PASS,PASS,FAIL,True,Bees,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Striped abdomen, wings and insect structure are readable enough.",Honeybee.png,440,440,RGBA,2aa16b83b1f350a113281ea9f6d1a7b5365af2a9702cfd2bffc3eb2a3ff1aef5,00b511bd96cf3da8189147b19887dfb0a9081cee1d16903fe5995ee6a37f6dec,,,,,,,,,,,,,,,,,,,,,,,
fauna,Horned_Lizard,Horned Lizard,PASS,PASS,FAIL,True,Specialized lizards,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The broad flattened lizard body, cranial horns and spiny texture are recognizable.",Horned_Lizard.png,440,440,RGBA,b77cb28e83daaf2528890c7936937530b4aecdd2464f171b18d1f08909717ed0,9b7aac3d282ba0209c497ca7fecbf8ea6dec91a54b13bd799cd8a7b704e07b17,,,,,,,,,,,,,,,,,,,,,,,
fauna,Horseshoe_Crab,Horseshoe Crab,PASS,PASS,PASS,False,Ice and cave insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The broad horseshoe carapace and long rigid tail spine now clearly distinguish it from true crabs.,Horseshoe_Crab.png,440,440,RGBA,fd0267b89bae554df3152acd163c1e039adcafa60cebd9deacd9ac26adf21be2,fd0267b89bae554df3152acd163c1e039adcafa60cebd9deacd9ac26adf21be2,,,,,,,,,,,,,,,,,,,,,,,
fauna,Insect-Eating_Bat,Insect Eating Bat,PASS,PASS,BLOCKER,True,Flying mammals,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The current version is correctly a bat, with wing membranes, ears and mammalian body; the prior classification error is resolved.",Insect-Eating_Bat.png,440,440,RGBA,3af8875159e4c0f0dc475f88f11b0269ddfdf68b3922c311043d3e4c81f69834,99b65fa8142a5dda78df1cb452f4b9380bc116e8c4097a2bea40d2ecf08a744d,,,,,,,,,,,,,,,,,,,,,,,
fauna,Kiwi,Kiwi,PASS,PASS,PASS,False,Flightless birds,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The current fuzzy round flightless body, long slender bill and short legs are clearly recognizable as a kiwi.",Kiwi.png,440,440,RGBA,12df003186d02718a86ee93a28acd93757558bb92f7be25e1a4c0d523d305e20,12df003186d02718a86ee93a28acd93757558bb92f7be25e1a4c0d523d305e20,,,,,,,,,,,,,,,,,,,,,,,
fauna,Koala,Koala,PASS,PASS,PASS,False,Marsupials,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The round ears, large dark nose, compact climbing body and tree attachment are recognizable.",Koala.png,440,440,RGBA,2812501392072134455b731343181bb81de82fce079da09abcf2e6270d01e8f5,2812501392072134455b731343181bb81de82fce079da09abcf2e6270d01e8f5,,,,,,,,,,,,,,,,,,,,,,,
fauna,Lamprey,Lamprey,PASS,PASS,PASS,False,Primitive fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Lamprey.png,440,440,RGBA,a731ab8398a0cd91cbc480b52aadb19cea3796cdc2c04ae421c26701cc88e7f5,a731ab8398a0cd91cbc480b52aadb19cea3796cdc2c04ae421c26701cc88e7f5,,,,,,,,,,,,,,,,,,,,,,,
fauna,Locust,Locust,PASS,PASS,FAIL,True,Grasshoppers and relatives,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The enlarged hind legs, wings and segmented insect body are sufficiently readable.",Locust.png,440,440,RGBA,357bb70d6636d686893a87c40a804195e1235adb7ad4f2c1c747754ea240a567,7a81b122fd01df368c2d927f24adaf0395a284fd2207fa6416d35395204d1aa6,,,,,,,,,,,,,,,,,,,,,,,
fauna,Macaw,Macaw,PASS,PASS,FAIL,True,Parrots,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The bright parrot body, hooked-bill direction and long tail are sufficiently recognizable.",Macaw.png,440,440,RGBA,785623ce7587c7c2ab00eae8b89064f008687af04e5865136ec262efed74d8e4,ff4397d5fb9ecabe5248442f825b82780dc774ca2d16b6bfdb1b8f2b33b97c6e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Manatee,Manatee,PASS,PASS,PASS,False,Marine mammals,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Manatee.png,440,440,RGBA,8cd6213ccc1d2841fa8b32d884d6299451f92eb30653809efe02b8f3cdd7d64b,8cd6213ccc1d2841fa8b32d884d6299451f92eb30653809efe02b8f3cdd7d64b,,,,,,,,,,,,,,,,,,,,,,,
fauna,Mantis,Mantis,PASS,PASS,FAIL,True,Insects,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The triangular head, elongated thorax, wings and grasping forelegs read as a mantis.",Mantis.png,440,440,RGBA,a02cdc4adc7966cde205f91c3c4973439d5cbab5d96952abeca945b2210c962f,0188bdca4a0e6df79557ab69791928fbc5455286f99f0a773525801d7095b6f1,,,,,,,,,,,,,,,,,,,,,,,
fauna,Meerkat,Meerkat,PASS,PASS,FAIL,True,Civets and mongooses,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The upright sentry posture, small head, long tail and slender body are recognizable.",Meerkat.png,440,440,RGBA,0332d1b91948e76818274a9e4063775267ff371c63ad322380b468b950b02083,29854e969d2855c6be1dd5147e05630d2b4144776c1bb5289edf00c41040f300,,,,,,,,,,,,,,,,,,,,,,,
fauna,Mudskipper,Mudskipper,PASS,PASS,PASS,False,Flying and climbing fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The raised eyes, mud-supported posture and enlarged pectoral fins now communicate an amphibious mudskipper.",Mudskipper.png,440,440,RGBA,a2e34e8a4ac5dc58d23e9af74ce0cd2643fd880a3eb5ea0407cb7c5d15056269,a2e34e8a4ac5dc58d23e9af74ce0cd2643fd880a3eb5ea0407cb7c5d15056269,,,,,,,,,,,,,,,,,,,,,,,
fauna,Narwhal,Narwhal,PASS,PASS,FAIL,True,Marine mammals,HIGH,Beluga | Right_Whale | Sperm_Whale,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The whale body and single long tusk are clear.,Narwhal.png,440,440,RGBA,ceb8a4cc07f891f53e6c5e0a073be836ea70519bb148dbfe0cc69e9ae4997b3f,6eb3e0cb5d514e767d01caf5caa64d6d5ae5353c98930f4280419555bb4074bd,,,,,,,,,,,,,,,,,,,,,,,
fauna,Nilgai,Nilgai,PASS,PASS,FAIL,True,Other or uncertain,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The antelope body, short horns and bovine/antelope proportions are sufficiently recognizable.",Nilgai.png,440,440,RGBA,2d0aacd7c998f3fc2e568c1c73554d0d62b35fa0d5a54e1aaff03ef896491e9e,6229fb624a8e0d887c482d04e7f587343d688a74f627db92de3dd098e771b42e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Orchid_Bee,Orchid Bee,PASS,PASS,FAIL,True,Bees,HIGH,Aphid | Black_Fly | Cicada | Cold-Adapted_Insect | Termite | Thrips,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The metallic bee body, wings and insect form are readable.",Orchid_Bee.png,440,440,RGBA,b6ed2f3cbf619d1601b3262183f0b477eedbe53e51f5508e5de6bb48f0e1e86e,cd083c191c3c593e39b1c250adc5e1f006ad8bc8e27b5f54fa2d759cdd24e428,,,,,,,,,,,,,,,,,,,,,,,
fauna,Ostrich,Ostrich,PASS,PASS,FAIL,True,Flightless birds,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The long neck and legs, large flightless torso and reduced wings are sufficiently recognizable.",Ostrich.png,440,440,RGBA,7ecd83ef40dba376a29fe879a985c4df7a184b18295ff8c092623dbd52c70b9b,a9602117ca72d7a70a9b2a72a79dec4da8e03d22a514de215c10d2946bcb04c2,,,,,,,,,,,,,,,,,,,,,,,
fauna,Paddlefish,Paddlefish,PASS,PASS,PASS,True,Primitive fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Paddlefish.png,440,440,RGBA,03b68469dfea237d7246ae483fc455b3e3880b507db440bebc837b63514cd92b,ec28f145ef76bee804261c6bd2a3d904b56fa417655c48fde7413d5ef739f290,,,,,,,,,,,,,,,,,,,,,,,
fauna,Parrot,Parrot,PASS,PASS,FAIL,True,Parrots,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The colored parrot body and long tail are recognizable; leave alone at this scale.,Parrot.png,440,440,RGBA,2766532bf30d7fb2111f15c86893f6bef3341089f3ba0184aa277c0bb152b088,de4088c7a7a286cb0945b9c36432cd6f97015497c8ae627807b21e267ab55442,,,,,,,,,,,,,,,,,,,,,,,
fauna,Poison_Dart_Frog,Poison Dart Frog,PASS,PASS,FAIL,True,Frogs,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The compact frog body and high-contrast aposematic pattern remain distinct and readable.,Poison_Dart_Frog.png,440,440,RGBA,f700bbd49c114faf448a8fbfe157dc0c4801941c5271074adead8b828b31800f,d72790147beb88c42fe6c599d4ebecc4cbb7f71f3858de09bbde3efc1d53fa37,,,,,,,,,,,,,,,,,,,,,,,
fauna,Pyrosome,Pyrosome,PASS,PASS,PASS,False,Gelatinous or colonial marine life,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The hollow tubular colonial body and dotted zooid texture now clearly distinguish a pyrosome from a jellyfish.,Pyrosome.png,440,440,RGBA,553be7c87bcd42ecbe00ccf6e09f1c6b2a9d6674bc75ab40a87251afdbfcda73,553be7c87bcd42ecbe00ccf6e09f1c6b2a9d6674bc75ab40a87251afdbfcda73,,,,,,,,,,,,,,,,,,,,,,,
fauna,Rhea,Rhea,PASS,PASS,FAIL,True,Flightless birds,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The long-legged, long-necked flightless-bird silhouette is recognizable.",Rhea.png,440,440,RGBA,8b042960b9016312bdb2499f9ef3d3685b7263732d2bad118f295d7b559267de,bed72c3189ef524a56654d4e9d952fde25f6de2d592328b76b908845ba968245,,,,,,,,,,,,,,,,,,,,,,,
fauna,Rhinoceros,Rhinoceros,PASS,PASS,HOLD,True,Horses and relatives,MEDIUM,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The thick body, short legs and nasal horns now clearly read as a rhinoceros.",Rhinoceros.png,440,440,RGBA,f66eed8a7156721028e777664b8b69e6312827c4646034d8047dc41d68097b26,276b265f4dcd1a6cf205628b84bf967a71485e471dfe0e1ee5582435c7f819a0,,,,,,,,,,,,,,,,,,,,,,,
fauna,Rooster,Rooster,PASS,PASS,FAIL,True,Gamebirds,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The comb, upright bird body and long tail feathers are readable as a rooster.",Rooster.png,440,440,RGBA,f13b864d309d887080e6454d85da3bc32484d727aaa0d5c5a79a4459a6d42512,e97f4c486227fdf0f0c64e7aae81be4b12daec6c16a02602a6faa081d48af207,,,,,,,,,,,,,,,,,,,,,,,
fauna,Salp,Salp,PASS,PASS,PASS,False,Gelatinous or colonial marine life,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The linked translucent barrel-like colony now reads correctly as a salp chain.,Salp.png,440,440,RGBA,eb430f89bc0262eeb54b76debce29786ac0b5be2a12b9d23d46a44b3131ae47a,eb430f89bc0262eeb54b76debce29786ac0b5be2a12b9d23d46a44b3131ae47a,,,,,,,,,,,,,,,,,,,,,,,
fauna,Sea_Squirt,Sea Squirt,PASS,PASS,PASS,False,Gelatinous or colonial marine life,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Sea_Squirt.png,440,440,RGBA,0d7f38bc64cc9e113731efbd710fc8278ad0c20926c9011058e6c10157a89285,0d7f38bc64cc9e113731efbd710fc8278ad0c20926c9011058e6c10157a89285,,,,,,,,,,,,,,,,,,,,,,,
fauna,Softshell_Turtle,Softshell Turtle,PASS,PASS,FAIL,True,Turtles and tortoises,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The flattened flexible shell and long snout are sufficiently distinct from the hard-shelled turtles.,Softshell_Turtle.png,440,440,RGBA,de83cb2915a8261b874bb1536dac15eecf89ec73c8a97244f9dc2f2f7e4bbb72,07128c55d6a031509578752b84690ad0aeeaa3e8635a4f663304bb1f98cc0938,,,,,,,,,,,,,,,,,,,,,,,
fauna,Spoonbill,Spoonbill,PASS,PASS,PASS,True,Herons and wetland birds,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Spoonbill.png,440,440,RGBA,add0ead21d8027fe067345cc64be3c2d8bc0808762d9467d815d2380d34dcfef,f176ac5fb76d6fc41a7845fdb05f1e227c6ac646b3d31bc92a2e6716f5186704,,,,,,,,,,,,,,,,,,,,,,,
fauna,Springtail,Springtail,PASS,PASS,PASS,True,Insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Springtail.png,440,440,RGBA,c76531721a9c63ebcd4351e3c08277d89fe280a0e8e18204468147b3c0fb3c98,ca064fc88f9e53806fc6d90c7f53b3fe0a964b3eec6881204fe97cd7e6634a2e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Tardigrade,Tardigrade,PASS,PASS,BLOCKER,True,Other or uncertain,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The segmented microscopic body and eight short clawed legs are clearly readable; canonical ownership is now correctly limited to fauna.,Tardigrade.png,440,440,RGBA,5e499a38088f0772720755d507fcd698172c10a69fed06f6b2c624cd692f0106,bee9e87e9aaa8b1acdbe987037674ddbd20e827cdaeaecbeeb507b12d9bfdad1,,,,,,,,,,,,,,,,,,,,,,,
fauna,Tripod_Fish,Tripod Fish,PASS,PASS,PASS,False,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The elongated support rays now create the defining tripod stance and the fish body remains readable.,Tripod_Fish.png,440,440,RGBA,922c2c55bbd5ace7ef1a777100eb453dcd0fae92de5e09dd646f406d2f25eb5e,922c2c55bbd5ace7ef1a777100eb453dcd0fae92de5e09dd646f406d2f25eb5e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Viperfish,Viperfish,PASS,PASS,FAIL,True,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The long deep-sea body, photophores and oversized teeth are readable.",Viperfish.png,440,440,RGBA,1e759c010718c6305339b8e5995e118948360416767bee227d76e6bb3f6d433e,42be9ffb2c2aa9cfa842d7dbf094a3da9ea05d188f805a80c110d49e8666417e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Wasp,Wasp,PASS,PASS,PASS,True,Insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Wasp.png,440,440,RGBA,603a5024dc97c6aee6b455f5f9e62ebb667b0eb9a43e8b14aa2f81b432156ab4,29c76af030ea0e72f2aff654a34061421e3facf1d451f1c604fec6d895a49808,,,,,,,,,,,,,,,,,,,,,,,
